COUNTRY_AREA_TERRITORY,STRAIN,ISO_YEAR,ISO_WEEK,COUNTRY_CODE,ORIGIN_SOURCE,SPEC_PROCESSED_NB,ISO_WEEKSTARTDATE,country,cluster_name,metasource,value,positivity,STRAIN_SOURCE
Argentina,INF_A,2008,1,ARG,NOTDEFINED,19,2007-12-31,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,2,ARG,NOTDEFINED,21,2008-01-07,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,3,ARG,NOTDEFINED,27,2008-01-14,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,4,ARG,NOTDEFINED,25,2008-01-21,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,5,ARG,NOTDEFINED,26,2008-01-28,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,6,ARG,NOTDEFINED,25,2008-02-04,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,7,ARG,NOTDEFINED,27,2008-02-11,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,8,ARG,NOTDEFINED,25,2008-02-18,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,9,ARG,NOTDEFINED,20,2008-02-25,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,10,ARG,NOTDEFINED,28,2008-03-03,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,11,ARG,NOTDEFINED,54,2008-03-10,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,12,ARG,NOTDEFINED,42,2008-03-17,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,13,ARG,NOTDEFINED,58,2008-03-24,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,14,ARG,NOTDEFINED,57,2008-03-31,Argentina,Southern America,NONSENT,1,1.7543859649122806,INF_A (NONSENT)
Argentina,INF_A,2008,15,ARG,NOTDEFINED,57,2008-04-07,Argentina,Southern America,NONSENT,1,1.7543859649122806,INF_A (NONSENT)
Argentina,INF_A,2008,16,ARG,NOTDEFINED,55,2008-04-14,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,17,ARG,NOTDEFINED,77,2008-04-21,Argentina,Southern America,NONSENT,1,1.2987012987012987,INF_A (NONSENT)
Argentina,INF_A,2008,18,ARG,NOTDEFINED,380,2008-04-28,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,19,ARG,NOTDEFINED,685,2008-05-05,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,20,ARG,NOTDEFINED,670,2008-05-12,Argentina,Southern America,NONSENT,1,0.14925373134328357,INF_A (NONSENT)
Argentina,INF_A,2008,21,ARG,NOTDEFINED,856,2008-05-19,Argentina,Southern America,NONSENT,2,0.2336448598130841,INF_A (NONSENT)
Argentina,INF_A,2008,22,ARG,NOTDEFINED,783,2008-05-26,Argentina,Southern America,NONSENT,2,0.2554278416347382,INF_A (NONSENT)
Argentina,INF_A,2008,23,ARG,NOTDEFINED,1144,2008-06-02,Argentina,Southern America,NONSENT,4,0.34965034965034963,INF_A (NONSENT)
Argentina,INF_A,2008,24,ARG,NOTDEFINED,1186,2008-06-09,Argentina,Southern America,NONSENT,5,0.42158516020236086,INF_A (NONSENT)
Argentina,INF_A,2008,25,ARG,NOTDEFINED,1260,2008-06-16,Argentina,Southern America,NONSENT,14,1.1111111111111112,INF_A (NONSENT)
Argentina,INF_A,2008,26,ARG,NOTDEFINED,1192,2008-06-23,Argentina,Southern America,NONSENT,30,2.5167785234899327,INF_A (NONSENT)
Argentina,INF_A,2008,27,ARG,NOTDEFINED,1138,2008-06-30,Argentina,Southern America,NONSENT,49,4.305799648506151,INF_A (NONSENT)
Argentina,INF_A,2008,28,ARG,NOTDEFINED,924,2008-07-07,Argentina,Southern America,NONSENT,54,5.8441558441558445,INF_A (NONSENT)
Argentina,INF_A,2008,29,ARG,NOTDEFINED,962,2008-07-14,Argentina,Southern America,NONSENT,48,4.98960498960499,INF_A (NONSENT)
Argentina,INF_A,2008,30,ARG,NOTDEFINED,853,2008-07-21,Argentina,Southern America,NONSENT,82,9.613130128956623,INF_A (NONSENT)
Argentina,INF_A,2008,31,ARG,NOTDEFINED,697,2008-07-28,Argentina,Southern America,NONSENT,29,4.160688665710187,INF_A (NONSENT)
Argentina,INF_A,2008,32,ARG,NOTDEFINED,678,2008-08-04,Argentina,Southern America,NONSENT,26,3.8348082595870205,INF_A (NONSENT)
Argentina,INF_A,2008,33,ARG,NOTDEFINED,708,2008-08-11,Argentina,Southern America,NONSENT,15,2.1186440677966103,INF_A (NONSENT)
Argentina,INF_A,2008,34,ARG,NOTDEFINED,502,2008-08-18,Argentina,Southern America,NONSENT,8,1.593625498007968,INF_A (NONSENT)
Argentina,INF_A,2008,35,ARG,NOTDEFINED,568,2008-08-25,Argentina,Southern America,NONSENT,9,1.5845070422535212,INF_A (NONSENT)
Argentina,INF_A,2008,36,ARG,NOTDEFINED,644,2008-09-01,Argentina,Southern America,NONSENT,20,3.1055900621118013,INF_A (NONSENT)
Argentina,INF_A,2008,37,ARG,NOTDEFINED,514,2008-09-08,Argentina,Southern America,NONSENT,15,2.9182879377431905,INF_A (NONSENT)
Argentina,INF_A,2008,38,ARG,NOTDEFINED,403,2008-09-15,Argentina,Southern America,NONSENT,9,2.2332506203473947,INF_A (NONSENT)
Argentina,INF_A,2008,39,ARG,NOTDEFINED,181,2008-09-22,Argentina,Southern America,NONSENT,11,6.077348066298343,INF_A (NONSENT)
Argentina,INF_A,2008,40,ARG,NOTDEFINED,203,2008-09-29,Argentina,Southern America,NONSENT,3,1.477832512315271,INF_A (NONSENT)
Argentina,INF_A,2008,41,ARG,NOTDEFINED,145,2008-10-06,Argentina,Southern America,NONSENT,3,2.0689655172413794,INF_A (NONSENT)
Argentina,INF_A,2008,43,ARG,NOTDEFINED,209,2008-10-20,Argentina,Southern America,NONSENT,1,0.4784688995215311,INF_A (NONSENT)
Argentina,INF_A,2008,44,ARG,NOTDEFINED,103,2008-10-27,Argentina,Southern America,NONSENT,2,1.941747572815534,INF_A (NONSENT)
Argentina,INF_A,2008,45,ARG,NOTDEFINED,174,2008-11-03,Argentina,Southern America,NONSENT,3,1.7241379310344827,INF_A (NONSENT)
Argentina,INF_A,2008,46,ARG,NOTDEFINED,116,2008-11-10,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,47,ARG,NOTDEFINED,107,2008-11-17,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2009,13,ARG,NOTDEFINED,1,2009-03-23,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2009,14,ARG,NOTDEFINED,1,2009-03-30,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2009,15,ARG,NOTDEFINED,60,2009-04-06,Argentina,Southern America,NONSENT,1,1.6666666666666667,INF_A (NONSENT)
Argentina,INF_A,2009,16,ARG,NOTDEFINED,1,2009-04-13,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2009,18,ARG,NOTDEFINED,39,2009-04-27,Argentina,Southern America,NONSENT,5,12.820512820512821,INF_A (NONSENT)
Argentina,INF_A,2009,19,ARG,NOTDEFINED,464,2009-05-04,Argentina,Southern America,NONSENT,4,0.8620689655172413,INF_A (NONSENT)
Argentina,INF_A,2009,20,ARG,NOTDEFINED,349,2009-05-11,Argentina,Southern America,NONSENT,3,0.8595988538681948,INF_A (NONSENT)
Argentina,INF_A,2009,21,ARG,NOTDEFINED,393,2009-05-18,Argentina,Southern America,NONSENT,159,40.458015267175576,INF_A (NONSENT)
Argentina,INF_A,2009,22,ARG,NOTDEFINED,38,2009-05-25,Argentina,Southern America,NONSENT,22,57.89473684210526,INF_A (NONSENT)
Argentina,INF_A,2009,23,ARG,NOTDEFINED,54,2009-06-01,Argentina,Southern America,NONSENT,34,62.96296296296296,INF_A (NONSENT)
Argentina,INF_A,2009,24,ARG,NOTDEFINED,713,2009-06-08,Argentina,Southern America,NONSENT,557,78.12061711079944,INF_A (NONSENT)
Argentina,INF_A,2009,25,ARG,NOTDEFINED,1046,2009-06-15,Argentina,Southern America,NONSENT,797,76.19502868068834,INF_A (NONSENT)
Argentina,INF_A,2009,26,ARG,NOTDEFINED,3290,2009-06-22,Argentina,Southern America,NONSENT,2392,72.70516717325228,INF_A (NONSENT)
Argentina,INF_A,2009,27,ARG,NOTDEFINED,4786,2009-06-29,Argentina,Southern America,NONSENT,3438,71.83451734224822,INF_A (NONSENT)
Argentina,INF_A,2009,28,ARG,NOTDEFINED,2694,2009-07-06,Argentina,Southern America,NONSENT,1734,64.3652561247216,INF_A (NONSENT)
Argentina,INF_A,2009,29,ARG,NOTDEFINED,1590,2009-07-13,Argentina,Southern America,NONSENT,806,50.691823899371066,INF_A (NONSENT)
Argentina,INF_A,2009,30,ARG,NOTDEFINED,653,2009-07-20,Argentina,Southern America,NONSENT,283,43.33843797856049,INF_A (NONSENT)
Argentina,INF_A,2009,31,ARG,NOTDEFINED,452,2009-07-27,Argentina,Southern America,NONSENT,171,37.83185840707964,INF_A (NONSENT)
Argentina,INF_A,2009,32,ARG,NOTDEFINED,302,2009-08-03,Argentina,Southern America,NONSENT,113,37.41721854304636,INF_A (NONSENT)
Argentina,INF_A,2009,33,ARG,NOTDEFINED,317,2009-08-10,Argentina,Southern America,NONSENT,94,29.652996845425868,INF_A (NONSENT)
Argentina,INF_A,2009,34,ARG,NOTDEFINED,272,2009-08-17,Argentina,Southern America,NONSENT,110,40.44117647058823,INF_A (NONSENT)
Argentina,INF_A,2009,35,ARG,NOTDEFINED,269,2009-08-24,Argentina,Southern America,NONSENT,73,27.13754646840149,INF_A (NONSENT)
Argentina,INF_A,2009,36,ARG,NOTDEFINED,164,2009-08-31,Argentina,Southern America,NONSENT,25,15.24390243902439,INF_A (NONSENT)
Argentina,INF_A,2009,37,ARG,NOTDEFINED,142,2009-09-07,Argentina,Southern America,NONSENT,40,28.169014084507044,INF_A (NONSENT)
Argentina,INF_A,2009,38,ARG,NOTDEFINED,141,2009-09-14,Argentina,Southern America,NONSENT,23,16.31205673758865,INF_A (NONSENT)
Argentina,INF_A,2009,39,ARG,NOTDEFINED,119,2009-09-21,Argentina,Southern America,NONSENT,15,12.605042016806722,INF_A (NONSENT)
Argentina,INF_A,2009,40,ARG,NOTDEFINED,53,2009-09-28,Argentina,Southern America,NONSENT,5,9.433962264150944,INF_A (NONSENT)
Argentina,INF_A,2009,41,ARG,NOTDEFINED,65,2009-10-05,Argentina,Southern America,NONSENT,7,10.76923076923077,INF_A (NONSENT)
Argentina,INF_A,2009,42,ARG,NOTDEFINED,99,2009-10-12,Argentina,Southern America,NONSENT,12,12.121212121212121,INF_A (NONSENT)
Argentina,INF_A,2009,43,ARG,NOTDEFINED,97,2009-10-19,Argentina,Southern America,NONSENT,12,12.371134020618557,INF_A (NONSENT)
Argentina,INF_A,2009,44,ARG,NOTDEFINED,101,2009-10-26,Argentina,Southern America,NONSENT,3,2.9702970297029703,INF_A (NONSENT)
Argentina,INF_A,2009,45,ARG,NOTDEFINED,68,2009-11-02,Argentina,Southern America,NONSENT,3,4.411764705882353,INF_A (NONSENT)
Argentina,INF_A,2009,46,ARG,NOTDEFINED,52,2009-11-09,Argentina,Southern America,NONSENT,6,11.538461538461538,INF_A (NONSENT)
Argentina,INF_A,2009,47,ARG,NOTDEFINED,57,2009-11-16,Argentina,Southern America,NONSENT,11,19.29824561403509,INF_A (NONSENT)
Argentina,INF_A,2009,48,ARG,NOTDEFINED,69,2009-11-23,Argentina,Southern America,NONSENT,10,14.492753623188406,INF_A (NONSENT)
Argentina,INF_A,2009,49,ARG,NOTDEFINED,26,2009-11-30,Argentina,Southern America,NONSENT,7,26.923076923076923,INF_A (NONSENT)
Argentina,INF_A,2009,50,ARG,NOTDEFINED,43,2009-12-07,Argentina,Southern America,NONSENT,10,23.25581395348837,INF_A (NONSENT)
Argentina,INF_A,2009,51,ARG,NOTDEFINED,12,2009-12-14,Argentina,Southern America,NONSENT,3,25,INF_A (NONSENT)
Argentina,INF_A,2009,52,ARG,NOTDEFINED,21,2009-12-21,Argentina,Southern America,NONSENT,3,14.285714285714286,INF_A (NONSENT)
Argentina,INF_A,2010,1,ARG,NOTDEFINED,445,2010-01-04,Argentina,Southern America,NONSENT,4,0.898876404494382,INF_A (NONSENT)
Argentina,INF_A,2010,2,ARG,NOTDEFINED,434,2010-01-11,Argentina,Southern America,NONSENT,21,4.838709677419355,INF_A (NONSENT)
Argentina,INF_A,2010,3,ARG,NOTDEFINED,427,2010-01-18,Argentina,Southern America,NONSENT,6,1.405152224824356,INF_A (NONSENT)
Argentina,INF_A,2010,4,ARG,NOTDEFINED,298,2010-01-25,Argentina,Southern America,NONSENT,1,0.33557046979865773,INF_A (NONSENT)
Argentina,INF_A,2010,5,ARG,NOTDEFINED,415,2010-02-01,Argentina,Southern America,NONSENT,4,0.963855421686747,INF_A (NONSENT)
Argentina,INF_A,2010,6,ARG,NOTDEFINED,410,2010-02-08,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,7,ARG,NOTDEFINED,420,2010-02-15,Argentina,Southern America,NONSENT,3,0.7142857142857143,INF_A (NONSENT)
Argentina,INF_A,2010,8,ARG,NOTDEFINED,430,2010-02-22,Argentina,Southern America,NONSENT,1,0.23255813953488372,INF_A (NONSENT)
Argentina,INF_A,2010,9,ARG,NOTDEFINED,485,2010-03-01,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,10,ARG,NOTDEFINED,553,2010-03-08,Argentina,Southern America,NONSENT,2,0.3616636528028933,INF_A (NONSENT)
Argentina,INF_A,2010,11,ARG,NOTDEFINED,709,2010-03-15,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,12,ARG,NOTDEFINED,804,2010-03-22,Argentina,Southern America,NONSENT,6,0.746268656716418,INF_A (NONSENT)
Argentina,INF_A,2010,13,ARG,NOTDEFINED,772,2010-03-29,Argentina,Southern America,NONSENT,6,0.7772020725388601,INF_A (NONSENT)
Argentina,INF_A,2010,14,ARG,NOTDEFINED,1190,2010-04-05,Argentina,Southern America,NONSENT,6,0.5042016806722689,INF_A (NONSENT)
Argentina,INF_A,2010,15,ARG,NOTDEFINED,1261,2010-04-12,Argentina,Southern America,NONSENT,6,0.47581284694686754,INF_A (NONSENT)
Argentina,INF_A,2010,16,ARG,NOTDEFINED,1635,2010-04-19,Argentina,Southern America,NONSENT,8,0.4892966360856269,INF_A (NONSENT)
Argentina,INF_A,2010,17,ARG,NOTDEFINED,1721,2010-04-26,Argentina,Southern America,NONSENT,7,0.40674026728646134,INF_A (NONSENT)
Argentina,INF_A,2010,18,ARG,NOTDEFINED,2114,2010-05-03,Argentina,Southern America,NONSENT,6,0.28382213812677387,INF_A (NONSENT)
Argentina,INF_A,2010,19,ARG,NOTDEFINED,2313,2010-05-10,Argentina,Southern America,NONSENT,7,0.30263726761781234,INF_A (NONSENT)
Argentina,INF_A,2010,20,ARG,NOTDEFINED,2510,2010-05-17,Argentina,Southern America,NONSENT,1,0.0398406374501992,INF_A (NONSENT)
Argentina,INF_A,2010,21,ARG,NOTDEFINED,2442,2010-05-24,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,22,ARG,NOTDEFINED,3039,2010-05-31,Argentina,Southern America,NONSENT,3,0.09871668311944719,INF_A (NONSENT)
Argentina,INF_A,2010,23,ARG,NOTDEFINED,3378,2010-06-07,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,24,ARG,NOTDEFINED,3500,2010-06-14,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,25,ARG,NOTDEFINED,2935,2010-06-21,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,26,ARG,NOTDEFINED,2975,2010-06-28,Argentina,Southern America,NONSENT,1,0.03361344537815126,INF_A (NONSENT)
Argentina,INF_A,2010,27,ARG,NOTDEFINED,2280,2010-07-05,Argentina,Southern America,NONSENT,5,0.21929824561403508,INF_A (NONSENT)
Argentina,INF_A,2010,28,ARG,NOTDEFINED,2574,2010-07-12,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,29,ARG,NOTDEFINED,2321,2010-07-19,Argentina,Southern America,NONSENT,7,0.3015941404566997,INF_A (NONSENT)
Argentina,INF_A,2010,30,ARG,NOTDEFINED,2206,2010-07-26,Argentina,Southern America,NONSENT,1,0.04533091568449683,INF_A (NONSENT)
Argentina,INF_A,2010,31,ARG,NOTDEFINED,1748,2010-08-02,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,32,ARG,NOTDEFINED,1810,2010-08-09,Argentina,Southern America,NONSENT,3,0.16574585635359115,INF_A (NONSENT)
Argentina,INF_A,2010,33,ARG,NOTDEFINED,1691,2010-08-16,Argentina,Southern America,NONSENT,2,0.11827321111768184,INF_A (NONSENT)
Argentina,INF_A,2010,34,ARG,NOTDEFINED,1857,2010-08-23,Argentina,Southern America,NONSENT,3,0.16155088852988692,INF_A (NONSENT)
Argentina,INF_A,2010,35,ARG,NOTDEFINED,1548,2010-08-30,Argentina,Southern America,NONSENT,6,0.3875968992248062,INF_A (NONSENT)
Argentina,INF_A,2010,36,ARG,NOTDEFINED,1235,2010-09-06,Argentina,Southern America,NONSENT,8,0.6477732793522267,INF_A (NONSENT)
Argentina,INF_A,2010,37,ARG,NOTDEFINED,1179,2010-09-13,Argentina,Southern America,NONSENT,16,1.3570822731128074,INF_A (NONSENT)
Argentina,INF_A,2010,38,ARG,NOTDEFINED,1281,2010-09-20,Argentina,Southern America,NONSENT,28,2.185792349726776,INF_A (NONSENT)
Argentina,INF_A,2010,39,ARG,NOTDEFINED,1262,2010-09-27,Argentina,Southern America,NONSENT,58,4.595879556259905,INF_A (NONSENT)
Argentina,INF_A,2010,40,ARG,NOTDEFINED,1394,2010-10-04,Argentina,Southern America,NONSENT,106,7.604017216642755,INF_A (NONSENT)
Argentina,INF_A,2010,41,ARG,NOTDEFINED,1351,2010-10-11,Argentina,Southern America,NONSENT,276,20.429311621021466,INF_A (NONSENT)
Argentina,INF_A,2010,42,ARG,NOTDEFINED,1522,2010-10-18,Argentina,Southern America,NONSENT,278,18.265440210249672,INF_A (NONSENT)
Argentina,INF_A,2010,43,ARG,NOTDEFINED,988,2010-10-25,Argentina,Southern America,NONSENT,89,9.008097165991902,INF_A (NONSENT)
Argentina,INF_A,2010,44,ARG,NOTDEFINED,857,2010-11-01,Argentina,Southern America,NONSENT,58,6.76779463243874,INF_A (NONSENT)
Argentina,INF_A,2010,45,ARG,NOTDEFINED,656,2010-11-08,Argentina,Southern America,NONSENT,25,3.8109756097560976,INF_A (NONSENT)
Argentina,INF_A,2010,46,ARG,NOTDEFINED,766,2010-11-15,Argentina,Southern America,NONSENT,31,4.046997389033942,INF_A (NONSENT)
Argentina,INF_A,2010,47,ARG,NOTDEFINED,802,2010-11-22,Argentina,Southern America,NONSENT,26,3.2418952618453867,INF_A (NONSENT)
Argentina,INF_A,2010,48,ARG,NOTDEFINED,448,2010-11-29,Argentina,Southern America,NONSENT,39,8.705357142857142,INF_A (NONSENT)
Argentina,INF_A,2010,49,ARG,NOTDEFINED,177,2010-12-06,Argentina,Southern America,NONSENT,19,10.734463276836157,INF_A (NONSENT)
Argentina,INF_A,2010,50,ARG,NOTDEFINED,519,2010-12-13,Argentina,Southern America,NONSENT,20,3.8535645472061657,INF_A (NONSENT)
Argentina,INF_A,2010,51,ARG,NOTDEFINED,279,2010-12-20,Argentina,Southern America,NONSENT,15,5.376344086021505,INF_A (NONSENT)
Argentina,INF_A,2010,52,ARG,NOTDEFINED,239,2010-12-27,Argentina,Southern America,NONSENT,1,0.41841004184100417,INF_A (NONSENT)
Argentina,INF_A,2011,1,ARG,NOTDEFINED,492,2011-01-03,Argentina,Southern America,NONSENT,10,2.032520325203252,INF_A (NONSENT)
Argentina,INF_A,2011,2,ARG,NOTDEFINED,432,2011-01-10,Argentina,Southern America,NONSENT,13,3.009259259259259,INF_A (NONSENT)
Argentina,INF_A,2011,3,ARG,NOTDEFINED,412,2011-01-17,Argentina,Southern America,NONSENT,8,1.941747572815534,INF_A (NONSENT)
Argentina,INF_A,2011,4,ARG,NOTDEFINED,444,2011-01-24,Argentina,Southern America,NONSENT,11,2.4774774774774775,INF_A (NONSENT)
Argentina,INF_A,2011,5,ARG,NOTDEFINED,400,2011-01-31,Argentina,Southern America,NONSENT,4,1,INF_A (NONSENT)
Argentina,INF_A,2011,6,ARG,NOTDEFINED,336,2011-02-07,Argentina,Southern America,NONSENT,4,1.1904761904761905,INF_A (NONSENT)
Argentina,INF_A,2011,7,ARG,NOTDEFINED,421,2011-02-14,Argentina,Southern America,NONSENT,9,2.137767220902613,INF_A (NONSENT)
Argentina,INF_A,2011,8,ARG,NOTDEFINED,331,2011-02-21,Argentina,Southern America,NONSENT,3,0.9063444108761329,INF_A (NONSENT)
Argentina,INF_A,2011,9,ARG,NOTDEFINED,343,2011-02-28,Argentina,Southern America,NONSENT,5,1.4577259475218658,INF_A (NONSENT)
Argentina,INF_A,2011,10,ARG,NOTDEFINED,352,2011-03-07,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,11,ARG,NOTDEFINED,588,2011-03-14,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,12,ARG,NOTDEFINED,409,2011-03-21,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,13,ARG,NOTDEFINED,576,2011-03-28,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,14,ARG,NOTDEFINED,735,2011-04-04,Argentina,Southern America,NONSENT,1,0.1360544217687075,INF_A (NONSENT)
Argentina,INF_A,2011,15,ARG,NOTDEFINED,757,2011-04-11,Argentina,Southern America,NONSENT,1,0.13210039630118892,INF_A (NONSENT)
Argentina,INF_A,2011,16,ARG,NOTDEFINED,703,2011-04-18,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,17,ARG,NOTDEFINED,1260,2011-04-25,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,18,ARG,NOTDEFINED,1433,2011-05-02,Argentina,Southern America,NONSENT,2,0.13956734124214934,INF_A (NONSENT)
Argentina,INF_A,2011,19,ARG,NOTDEFINED,1640,2011-05-09,Argentina,Southern America,NONSENT,9,0.5487804878048781,INF_A (NONSENT)
Argentina,INF_A,2011,20,ARG,NOTDEFINED,2039,2011-05-16,Argentina,Southern America,NONSENT,11,0.5394801373222168,INF_A (NONSENT)
Argentina,INF_A,2011,21,ARG,NOTDEFINED,1955,2011-05-23,Argentina,Southern America,NONSENT,15,0.7672634271099744,INF_A (NONSENT)
Argentina,INF_A,2011,22,ARG,NOTDEFINED,2275,2011-05-30,Argentina,Southern America,NONSENT,28,1.2307692307692308,INF_A (NONSENT)
Argentina,INF_A,2011,23,ARG,NOTDEFINED,2915,2011-06-06,Argentina,Southern America,NONSENT,33,1.1320754716981132,INF_A (NONSENT)
Argentina,INF_A,2011,24,ARG,NOTDEFINED,3082,2011-06-13,Argentina,Southern America,NONSENT,55,1.7845554834523036,INF_A (NONSENT)
Argentina,INF_A,2011,25,ARG,NOTDEFINED,2751,2011-06-20,Argentina,Southern America,NONSENT,71,2.5808796801163214,INF_A (NONSENT)
Argentina,INF_A,2011,26,ARG,NOTDEFINED,3109,2011-06-27,Argentina,Southern America,NONSENT,62,1.9942103570279832,INF_A (NONSENT)
Argentina,INF_A,2011,27,ARG,NOTDEFINED,3091,2011-07-04,Argentina,Southern America,NONSENT,131,4.238110643804594,INF_A (NONSENT)
Argentina,INF_A,2011,28,ARG,NOTDEFINED,3278,2011-07-11,Argentina,Southern America,NONSENT,197,6.009762050030506,INF_A (NONSENT)
Argentina,INF_A,2011,29,ARG,NOTDEFINED,2898,2011-07-18,Argentina,Southern America,NONSENT,205,7.07384403036577,INF_A (NONSENT)
Argentina,INF_A,2011,30,ARG,NOTDEFINED,2553,2011-07-25,Argentina,Southern America,NONSENT,166,6.502154328241285,INF_A (NONSENT)
Argentina,INF_A,2011,31,ARG,NOTDEFINED,2094,2011-08-01,Argentina,Southern America,NONSENT,114,5.444126074498567,INF_A (NONSENT)
Argentina,INF_A,2011,32,ARG,NOTDEFINED,1980,2011-08-08,Argentina,Southern America,NONSENT,126,6.363636363636363,INF_A (NONSENT)
Argentina,INF_A,2011,33,ARG,NOTDEFINED,1882,2011-08-15,Argentina,Southern America,NONSENT,125,6.641870350690755,INF_A (NONSENT)
Argentina,INF_A,2011,34,ARG,NOTDEFINED,1594,2011-08-22,Argentina,Southern America,NONSENT,114,7.151819322459222,INF_A (NONSENT)
Argentina,INF_A,2011,35,ARG,NOTDEFINED,1731,2011-08-29,Argentina,Southern America,NONSENT,137,7.914500288850376,INF_A (NONSENT)
Argentina,INF_A,2011,36,ARG,NOTDEFINED,1786,2011-09-05,Argentina,Southern America,NONSENT,108,6.047032474804031,INF_A (NONSENT)
Argentina,INF_A,2011,37,ARG,NOTDEFINED,1717,2011-09-12,Argentina,Southern America,NONSENT,104,6.0570762958648805,INF_A (NONSENT)
Argentina,INF_A,2011,38,ARG,NOTDEFINED,1305,2011-09-19,Argentina,Southern America,NONSENT,97,7.432950191570881,INF_A (NONSENT)
Argentina,INF_A,2011,39,ARG,NOTDEFINED,1021,2011-09-26,Argentina,Southern America,NONSENT,57,5.5827619980411365,INF_A (NONSENT)
Argentina,INF_A,2011,40,ARG,NOTDEFINED,947,2011-10-03,Argentina,Southern America,NONSENT,36,3.8014783526927136,INF_A (NONSENT)
Argentina,INF_A,2011,41,ARG,NOTDEFINED,931,2011-10-10,Argentina,Southern America,NONSENT,10,1.0741138560687433,INF_A (NONSENT)
Argentina,INF_A,2011,42,ARG,NOTDEFINED,1086,2011-10-17,Argentina,Southern America,NONSENT,16,1.4732965009208103,INF_A (NONSENT)
Argentina,INF_A,2011,43,ARG,NOTDEFINED,1002,2011-10-24,Argentina,Southern America,NONSENT,7,0.6986027944111777,INF_A (NONSENT)
Argentina,INF_A,2011,44,ARG,NOTDEFINED,870,2011-10-31,Argentina,Southern America,NONSENT,5,0.5747126436781609,INF_A (NONSENT)
Argentina,INF_A,2011,45,ARG,NOTDEFINED,827,2011-11-07,Argentina,Southern America,NONSENT,2,0.2418379685610641,INF_A (NONSENT)
Argentina,INF_A,2011,46,ARG,NOTDEFINED,752,2011-11-14,Argentina,Southern America,NONSENT,3,0.39893617021276595,INF_A (NONSENT)
Argentina,INF_A,2011,47,ARG,NOTDEFINED,592,2011-11-21,Argentina,Southern America,NONSENT,2,0.33783783783783783,INF_A (NONSENT)
Argentina,INF_A,2011,48,ARG,NOTDEFINED,470,2011-11-28,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,49,ARG,NOTDEFINED,438,2011-12-05,Argentina,Southern America,NONSENT,3,0.684931506849315,INF_A (NONSENT)
